amp,mun_name,New name,logo,Facebook ,Website,amp_name,cwt_name,area,area_name,cwt,mun,mun_tao_n,type,muni_code,reg,reg_name,tam,tam_name,tao,tao_code,tao_name,objectid,SHAPE__Len,SHAPE__Are,globalid,Column 1
2,เทศบาลตำบลคุ้งสำเภา,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSylKEfMGCQ55tZtPndC6y4JJwKw53m5I6lKg&s,https://www.facebook.com/p/%E0%B9%80%E0%B8%97%E0%B8%A8%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%95%E0%B8%B3%E0%B8%9A%E0%B8%A5%E0%B8%84%E0%B8%B8%E0%B9%89%E0%B8%87%E0%B8%AA%E0%B8%B3%E0%B9%80%E0%B8%A0%E0%B8%B2-100064754974270/,https://www.khungsumpao.go.th/,มโนรมย์,ชัยนาท,1,ในเขตเทศบาล,18,997,เทศบาลตำบลคุ้งสำเภา,เทศบาลตำบล,181997,2,กลาง,1,คุ้งสำเภา,,,,317,5949.90231,1979875.032,{47537C70-3413-4465-899C-0169A767026E},
6,เทศบาลตำบลคุระบุรี,,https://www.kuraburi.go.th/images/images/logo.png,https://www.facebook.com/p/%E0%B9%80%E0%B8%97%E0%B8%A8%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%95%E0%B8%B3%E0%B8%9A%E0%B8%A5%E0%B8%84%E0%B8%B8%E0%B8%A3%E0%B8%B0%E0%B8%9A%E0%B8%B8%E0%B8%A3%E0%B8%B5-100066728421074/,https://www.kuraburi.go.th/,คุระบุรี,พังงา,1,ในเขตเทศบาล,82,993,เทศบาลตำบลคุระบุรี,เทศบาลตำบล,821993,3,ใต้,5,แม่นางขาว,,,,801,15954.61569,7014534.324,{BE19E78D-F916-4859-895C-7F8CEED104B4},
5,เทศบาลตำบลคูขวาง,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRnRy_mcf1319RN5ci-C3bW_mJJsphRpXU6sg&s,https://www.facebook.com/p/%E0%B9%80%E0%B8%97%E0%B8%A8%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%95%E0%B8%B3%E0%B8%9A%E0%B8%A5%E0%B8%84%E0%B8%B9%E0%B8%82%E0%B8%A7%E0%B8%B2%E0%B8%87-100069153581556/?locale=th_TH,https://www.khukhwang.go.th/contact-rev2,ลาดหลุมแก้ว,ปทุมธานี,1,ในเขตเทศบาล,13,976,เทศบาลตำบลคูขวาง,เทศบาลตำบล,131976,2,กลาง,4,คูขวาง,,,,2074,16311.44521,15497614.03,{80DBC106-0A88-43E7-BAC7-3057904E0F5D},
11,เทศบาลตำบลคูเต่า,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS1YjRctEAilhyD44tBc9EVXfCYiOOFFsHPSQ&s,https://www.facebook.com/p/%E0%B9%80%E0%B8%97%E0%B8%A8%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%95%E0%B8%B3%E0%B8%9A%E0%B8%A5%E0%B8%84%E0%B8%B9%E0%B9%80%E0%B8%95%E0%B9%88%E0%B8%B2-100069272766937/,http://www.kutao.go.th/content/board/5,หาดใหญ่,สงขลา,1,ในเขตเทศบาล,90,970,เทศบาลตำบลคูเต่า,เทศบาลตำบล,901970,3,ใต้,3,คูเต่า,,,,1585,34293.625,54058506.21,{875EA887-B92B-4FD9-8ED8-AB8A6D73574F},
2,เทศบาลตำบลคูเมือง,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRDIWV9HgTcnvM1TU8HbJREeaLmPs3CYRCmOA&s,https://www.facebook.com/p/%E0%B9%80%E0%B8%97%E0%B8%A8%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%95%E0%B8%B3%E0%B8%9A%E0%B8%A5%E0%B8%84%E0%B8%B9%E0%B9%80%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%87-100045482034357/,https://www.khumueang.go.th/,คูเมือง,บุรีรัมย์,1,ในเขตเทศบาล,31,997,เทศบาลตำบลคูเมือง,เทศบาลตำบล,311997,6,ตะวันออกเฉียงเหนือ,1,คูเมือง,,,,656,13419.59945,7517792.429,{4DC13BB0-3AC1-4C2B-B184-1B8FF5FB2467},
12,เทศบาลตำบลคูเมือง,,https://www.krumueang-roiet.go.th/images/logo.png,https://www.facebook.com/p/%E0%B9%80%E0%B8%97%E0%B8%A8%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%95%E0%B8%B3%E0%B8%9A%E0%B8%A5%E0%B8%84%E0%B8%B9%E0%B9%80%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%87-%E0%B8%AD%E0%B8%B3%E0%B9%80%E0%B8%A0%E0%B8%AD%E0%B9%80%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%87%E0%B8%AA%E0%B8%A3%E0%B8%A7%E0%B8%87-100004044801692/?locale=th_TH,https://krumueang-roiet.go.th/index.php,เมืองสรวง,ร้อยเอ็ด,1,ในเขตเทศบาล,45,958,เทศบาลตำบลคูเมือง,เทศบาลตำบล,451958,6,ตะวันออกเฉียงเหนือ,3,คูเมือง,,,,2060,25798.8984,33219847.14,{D135EC21-2512-4671-89F1-43290C357422},
8,เทศบาลตำบลคูสะคาม,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRy9ZiO1u9FytJDF6VArXIXVJcg9Ka0OOxsag&s,https://www.facebook.com/p/%E0%B9%80%E0%B8%97%E0%B8%A8%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%95%E0%B8%B3%E0%B8%9A%E0%B8%A5%E0%B8%84%E0%B8%B9%E0%B8%AA%E0%B8%B0%E0%B8%84%E0%B8%B2%E0%B8%A1-%E0%B8%AD%E0%B8%A7%E0%B8%B2%E0%B8%99%E0%B8%A3%E0%B8%99%E0%B8%B4%E0%B8%A7%E0%B8%B2%E0%B8%AA-%E0%B8%88%E0%B8%AA%E0%B8%81%E0%B8%A5%E0%B8%99%E0%B8%84%E0%B8%A3-100069092063737/?locale=th_TH,https://kusakam.go.th/index.php?op=spacial,วานรนิวาส,สกลนคร,1,ในเขตเทศบาล,47,943,เทศบาลตำบลคูสะคาม,เทศบาลตำบล,471943,6,ตะวันออกเฉียงเหนือ,5,คูสะคาม,,,,459,56872.46377,67361324.82,{3D4DE3C5-7895-4628-A7C0-8981DF1A89AF},
9,เทศบาลตำบลคูหาใต้,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQLCb7K2PI2WGzXFO9OSMAZgY8Go0qp-1RDxA&s,https://www.facebook.com/tambonkuhatai/?locale=th_TH,http://kuhatai.go.th/content/structure,รัตภูมิ,สงขลา,1,ในเขตเทศบาล,90,956,เทศบาลตำบลคูหาใต้,เทศบาลตำบล,901956,3,ใต้,3,คูหาใต้,,,,1647,38165.54791,51275126.38,{0761AE05-0C4F-4973-AE83-B477AFC6141A},
6,เทศบาลตำบลเค็งใหญ่,,https://keangyai.go.th/UserFiles/logo%20-%20Copy%201.png,https://www.facebook.com/kengyai/,https://keangyai.go.th/,หัวตะพาน,อำนาจเจริญ,1,ในเขตเทศบาล,37,976,เทศบาลตำบลเค็งใหญ่,เทศบาลตำบล,371976,6,ตะวันออกเฉียงเหนือ,3,เค็งใหญ่,,,,1072,35792.49343,58449538.87,{EBDD877D-70AD-49D0-93C1-D777938EF001},
14,เทศบาลตำบลเคียนซา,,https://www.kiansacity.go.th/storage/logo/170777131268.png,https://www.facebook.com/profile.php?id=100066598491959,https://www.kiansacity.go.th/,เคียนซา,สุราษฎร์ธานี,1,ในเขตเทศบาล,84,982,เทศบาลตำบลเคียนซา,เทศบาลตำบล,841982,3,ใต้,1,เคียนซา,,,,361,14570.2355,8292348.307,{69883F4D-4BBA-45DB-B8DF-39CAA62FE603},
8,เทศบาลตำบลแคน,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRyHdTe_vFO5QAYym7wDp2BwkPe9aFnftuPuQ&s,https://www.facebook.com/p/%E0%B9%80%E0%B8%97%E0%B8%A8%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%95%E0%B8%B3%E0%B8%9A%E0%B8%A5%E0%B9%81%E0%B8%84%E0%B8%99-100068828863414/,https://khaen.go.th/,สนม,สุรินทร์,1,ในเขตเทศบาล,32,984,เทศบาลตำบลแคน,เทศบาลตำบล,321984,6,ตะวันออกเฉียงเหนือ,5,แคน,,,,2362,29766.31476,40197767.59,{611E1FB8-867A-4F93-B913-21291C33CEAC},
22,เทศบาลตำบลแคนดง,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRwu2EGZzGeAerg3NddKzyfAnddRHfm2vnMUA&s,https://www.facebook.com/ktessabankaendong/?locale=th_TH,https://khaendong.go.th/,แคนดง,บุรีรัมย์,1,ในเขตเทศบาล,31,977,เทศบาลตำบลแคนดง,เทศบาลตำบล,311977,6,ตะวันออกเฉียงเหนือ,1,แคนดง,,,,686,13185.94096,7505649.575,{AC45873A-37BA-4DC8-B1C8-6CD63F6BF1AD},
11,เทศบาลตำบลแคมป์สน,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSAtNVBQVZ5SXOrG2FX_7B-Wi7qyvDVp4BhnA&s,https://www.facebook.com/p/%E0%B9%80%E0%B8%97%E0%B8%A8%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%95%E0%B8%B3%E0%B8%9A%E0%B8%A5%E0%B9%81%E0%B8%84%E0%B8%A1%E0%B8%9B%E0%B9%8C%E0%B8%AA%E0%B8%99-%E0%B8%AD%E0%B8%B3%E0%B9%80%E0%B8%A0%E0%B8%AD%E0%B9%80%E0%B8%82%E0%B8%B2%E0%B8%84%E0%B9%89%E0%B8%AD-%E0%B8%88%E0%B8%B1%E0%B8%87%E0%B8%AB%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B9%80%E0%B8%9E%E0%B8%8A%E0%B8%A3%E0%B8%9A%E0%B8%B9%E0%B8%A3%E0%B8%93%E0%B9%8C-100057269117188/,https://www.campson.go.th/index.php?op=spacial,เขาค้อ,เพชรบูรณ์,1,ในเขตเทศบาล,67,978,เทศบาลตำบลแคมป์สน,เทศบาลตำบล,671978,7,เหนือ,2,แคมป์สน,,,,1170,83735.85543,132898201.2,{411D93B2-6293-42FC-94F6-290AE5B2C3D6},
2,เทศบาลตำบลแคราย,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSHwI_xn5xnKJ78Nr5QxaossApqQtgxv7eS_g&s,https://www.facebook.com/khaerai.sao/?locale=th_TH,https://khaerai.go.th/contactus,กระทุ่มแบน,สมุทรสาคร,1,ในเขตเทศบาล,74,987,เทศบาลตำบลแคราย,เทศบาลตำบล,741987,2,กลาง,9,แคราย,,,,1623,21463.71652,11650789.01,{48FF3A4B-8677-41B7-8AC7-D2979F0DA933},
7,เทศบาลตำบลโคกกกม่วง,,https://www.khokkokmuang.go.th/images/photoovermenu.png,https://www.facebook.com/p/%E0%B9%80%E0%B8%97%E0%B8%A8%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%95%E0%B8%B3%E0%B8%9A%E0%B8%A5%E0%B9%82%E0%B8%84%E0%B8%81%E0%B8%81%E0%B8%81%E0%B8%A1%E0%B9%88%E0%B8%A7%E0%B8%87-100063443696958/,https://www.khokkokmuang.go.th/index.php?op=spacial,โพนทอง,ร้อยเอ็ด,1,ในเขตเทศบาล,45,953,เทศบาลตำบลโคกกกม่วง,เทศบาลตำบล,451953,6,ตะวันออกเฉียงเหนือ,2,โคกกกม่วง,,,,2066,44745.30654,39798458.42,{CA940BCF-1CAD-45A2-8B31-B9D3AE7F5B65},
2,เทศบาลตำบลโคกก่ง,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTmgi1SXX5LWFX8i4krExtypyGcMdxy1rzW6g&s,https://www.facebook.com/p/%E0%B9%80%E0%B8%97%E0%B8%A8%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%95%E0%B8%B3%E0%B8%9A%E0%B8%A5%E0%B9%82%E0%B8%84%E0%B8%81%E0%B8%81%E0%B9%88%E0%B8%87-%E0%B8%AD%E0%B8%B3%E0%B9%80%E0%B8%A0%E0%B8%AD%E0%B8%8A%E0%B8%B2%E0%B8%99%E0%B8%B8%E0%B8%A1%E0%B8%B2%E0%B8%99-%E0%B8%88%E0%B8%B1%E0%B8%87%E0%B8%AB%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%AD%E0%B8%B3%E0%B8%99%E0%B8%B2%E0%B8%88%E0%B9%80%E0%B8%88%E0%B8%A3%E0%B8%B4%E0%B8%8D-100067081671682/?locale=th_TH,https://kokkhong.go.th/index.php?op=spacial,ชานุมาน,อำนาจเจริญ,1,ในเขตเทศบาล,37,986,เทศบาลตำบลโคกก่ง,เทศบาลตำบล,371986,6,ตะวันออกเฉียงเหนือ,4,โคกก่ง,,,,1013,67916.85855,160336639.6,{05DA8A5D-FAAB-4808-AA58-D465A06BE5D7},
1,เทศบาลตำบลโคกกรวด,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQvWAGoxPvCwIbf6U-0_L4X6m1uFp4N-JFKwg&s,https://www.facebook.com/p/%E0%B9%80%E0%B8%97%E0%B8%A8%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%95%E0%B8%B3%E0%B8%9A%E0%B8%A5%E0%B9%82%E0%B8%84%E0%B8%81%E0%B8%81%E0%B8%A3%E0%B8%A7%E0%B8%94-100064542379766/?locale=th_TH,https://www.kokkruatcity.go.th/,เมืองนครราชสีมา,นครราชสีมา,1,ในเขตเทศบาล,30,995,เทศบาลตำบลโคกกรวด,เทศบาลตำบล,301995,6,ตะวันออกเฉียงเหนือ,17,โคกกรวด,,,,1894,8422.32787,3284697.025,{589FBF4D-F60F-426E-833D-EDE15902FCD9},
4,เทศบาลตำบลโคกกลอย,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqLzO8glAi4PZ91gSJJ0dfmQdiaorPK0J8ew&s,https://www.facebook.com/profile.php?id=100075174396576,https://www.khokkloy.go.th/frontpage,ตะกั่วทุ่ง,พังงา,1,ในเขตเทศบาล,82,994,เทศบาลตำบลโคกกลอย,เทศบาลตำบล,821994,3,ใต้,6,โคกกลอย,,,,800,4627.981352,1326223.384,{29F31F8E-5995-44E2-8423-2F5ED2F6EEF8},
7,เทศบาลตำบลโคกกลาง,,https://scontent.fcnx3-1.fna.fbcdn.net/v/t39.30808-6/457745081_2705832422934956_1746399462112223316_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=a5f93a&_nc_eui2=AeFfZrJcZIBqP2yWxbyfSsx9cwuxEsm0wthzC7ESybTC2IQbUKwrqS2R-8wBzBqEmjw&_nc_ohc=6-HbKD2lPWoQ7kNvgEUuCfa&_nc_oc=AdnaYpMfdBb9V92L1o6qOc5E8eoTspgJ2AdRA9e4-WtikjQBlrY6XAOYXIMLTZgL7Lc&_nc_zt=23&_nc_ht=scontent.fcnx3-1.fna&_nc_gid=dC7QN-GiDymNyEgKSr9alA&oh=00_AYH9CzNAfbQlxrFxFFo6a-jqElOx-lu-EYiG7aB63RHiXw&oe=67F00401,https://www.facebook.com/p/%E0%B9%80%E0%B8%97%E0%B8%A8%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%95%E0%B8%B3%E0%B8%9A%E0%B8%A5%E0%B9%82%E0%B8%84%E0%B8%81%E0%B8%81%E0%B8%A5%E0%B8%B2%E0%B8%87-%E0%B8%AD%E0%B8%A5%E0%B8%B7%E0%B8%AD%E0%B8%AD%E0%B8%B3%E0%B8%99%E0%B8%B2%E0%B8%88-%E0%B8%88%E0%B8%AD%E0%B8%B3%E0%B8%99%E0%B8%B2%E0%B8%88%E0%B9%80%E0%B8%88%E0%B8%A3%E0%B8%B4%E0%B8%8D-100005246748306/,https://tambonkokglang.go.th/index.php?op=spacial,ลืออำนาจ,อำนาจเจริญ,1,ในเขตเทศบาล,37,978,เทศบาลตำบลโคกกลาง,เทศบาลตำบล,371978,6,ตะวันออกเฉียงเหนือ,7,โคกกลาง,,,,1065,32668.02425,35757500,{3EAD8001-B780-40EF-8BD3-6D9C0BCEA5CB},
1,เทศบาลตำบลโคกก่อง,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRf2fx05uSTHHGdXO54GXioiV15_21Fk3SgjA&s,https://www.facebook.com/kokkong.go.th/?locale=th_TH,https://kokkong.go.th/,เมืองบึงกาฬ,บึงกาฬ,1,ในเขตเทศบาล,38,971,เทศบาลตำบลโคกก่อง,เทศบาลตำบล,381971,6,ตะวันออกเฉียงเหนือ,7,โคกก่อง,,,,947,77979.70627,120593508.9,{3C1244F9-44E2-410C-A351-50906E50976B},
15,เทศบาลตำบลโคกขมิ้น,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSCT3FczOJa9dpafsRmHazyxYaFucZh9cWY8g&s,https://www.facebook.com/kokkhamin/?locale=hi_IN,https://www.kokkhamin.go.th/index.php,พลับพลาชัย,บุรีรัมย์,1,ในเขตเทศบาล,31,937,เทศบาลตำบลโคกขมิ้น,เทศบาลตำบล,311937,6,ตะวันออกเฉียงเหนือ,2,โคกขมิ้น,,,,1153,38547.20114,59340476.03,{7C237CC6-2EF6-4A9E-9837-F9C762067673},
4,เทศบาลตำบลโคกคราม,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTJP5ZCZvzqR78i0hdsbA6ZNrDUisgA0qWszg&s,https://www.facebook.com/KokkramCity/?locale=th_TH,https://kokkramcity.go.th/,บางปลาม้า,สุพรรณบุรี,1,ในเขตเทศบาล,72,990,เทศบาลตำบลโคกคราม,เทศบาลตำบล,721990,2,กลาง,1,โคกคราม,,,,1185,7157.500202,1882880.783,{1F325609-C925-4168-9A0E-9287F89EEFA5},
2,เทศบาลตำบลโคกงาม,,https://khokngam.go.th/public/layout/template/images/logo/LOGO.png,https://khokngam.go.th/,https://khokngam.go.th/public/layout/template/images/logo/LOGO.png,บ้านฝาง,ขอนแก่น,1,ในเขตเทศบาล,40,944,เทศบาลตำบลโคกงาม,เทศบาลตำบล,401944,6,ตะวันออกเฉียงเหนือ,7,โคกงาม,,,,851,43238.63036,58373070.21,{AF02FFA8-E94A-4140-893A-077D5D6E0F7D},
10,เทศบาลตำบลโคกจาน,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQvtl7ly0V6JVupur_wEklZ83LcY3Pjuxirnw&s,https://www.facebook.com/FTPkhokchan/?locale=th_TH,https://www.khokchan.go.th/,อุทุมพรพิสัย,ศรีสะเกษ,1,ในเขตเทศบาล,33,975,เทศบาลตำบลโคกจาน,เทศบาลตำบล,331975,6,ตะวันออกเฉียงเหนือ,25,โคกจาน,,,,2218,26747.57382,23393228.7,{863590CF-ECB2-4E99-B704-469F7DB7CE05},
1,เทศบาลตำบลโคกชะงาย,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTilLVdZ7DPZErcEuIucEH41yV8zidaqxICPA&s,https://www.facebook.com/p/%E0%B9%80%E0%B8%97%E0%B8%A8%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%95%E0%B8%B3%E0%B8%9A%E0%B8%A5%E0%B9%82%E0%B8%84%E0%B8%81%E0%B8%8A%E0%B8%B0%E0%B8%87%E0%B8%B2%E0%B8%A2-%E0%B8%AD%E0%B9%80%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%87%E0%B8%9E%E0%B8%B1%E0%B8%97%E0%B8%A5%E0%B8%B8%E0%B8%87-%E0%B8%88%E0%B8%9E%E0%B8%B1%E0%B8%97%E0%B8%A5%E0%B8%B8%E0%B8%87-100089975411265/,https://www.kokchahai.go.th/index.php?op=contact&id=1159,เมืองพัทลุง,พัทลุง,1,ในเขตเทศบาล,93,979,เทศบาลตำบลโคกชะงาย,เทศบาลตำบล,931979,3,ใต้,5,โคกชะงาย,,,,2262,20606.44363,20066732.06,{0FD8C921-C03F-402D-BEB1-5ED686118C2F},
6,เทศบาลตำบลโคกตะเคียน,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQqz8N-wU90a1b-6E8WF-2Xz81G0LGdWEFGFQ&s,https://www.facebook.com/p/%E0%B9%80%E0%B8%97%E0%B8%A8%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%95%E0%B8%B3%E0%B8%9A%E0%B8%A5%E0%B9%82%E0%B8%84%E0%B8%81%E0%B8%95%E0%B8%B0%E0%B9%80%E0%B8%84%E0%B8%B5%E0%B8%A2%E0%B8%99-%E0%B8%AD%E0%B8%B3%E0%B9%80%E0%B8%A0%E0%B8%AD%E0%B8%81%E0%B8%B2%E0%B8%9A%E0%B9%80%E0%B8%8A%E0%B8%B4%E0%B8%87-%E0%B8%88%E0%B8%B1%E0%B8%87%E0%B8%AB%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%AA%E0%B8%B8%E0%B8%A3%E0%B8%B4%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B9%8C-100057522786390/?locale=th_TH,https://khoktakhian.go.th/,กาบเชิง,สุรินทร์,1,ในเขตเทศบาล,32,973,เทศบาลตำบลโคกตะเคียน,เทศบาลตำบล,321973,6,ตะวันออกเฉียงเหนือ,7,โคกตะเคียน,,,,2357,76219.46671,169798150.5,{30EF48CA-A42D-4FC2-A65D-FA4D3EA845E7},
1,เทศบาลตำบลโคกตูม,,https://www.khoktoom.go.th/index/add_file/BS7CFl7Fri101548.png,https://www.facebook.com/nikomkhoktoom/,https://www.khoktoom.go.th/,เมืองลพบุรี,ลพบุรี,1,ในเขตเทศบาล,16,996,เทศบาลตำบลโคกตูม,เทศบาลตำบล,161996,2,กลาง,16,นิคมสร้างตนเอง,,,,1789,80374.34579,239051507.6,{54E839FB-4A26-40FB-82B1-3572DF356597},
9,เทศบาลตำบลโคกปีบ,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQtCblc3r-Vy_YFGnfPgYoYNtoMI_xLDYxKrw&s,https://www.facebook.com/kokpeepmuni/,https://www.kokpeep.go.th/home,ศรีมโหสถ,ปราจีนบุรี,1,ในเขตเทศบาล,25,988,เทศบาลตำบลโคกปีบ,เทศบาลตำบล,251988,5,ตะวันออก,1,โคกปีบ,,,,1343,15525.17367,6574084.663,{65B8F0E8-73F1-49D8-A515-1C21524BA93F},
4,เทศบาลตำบลโคกพระ,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRYWyspdlhmgThZ82NgBNhCZV0DmBQ8t5wfcQ&s,https://www.facebook.com/krogpra.kantarawichai/?locale=th_TH,https://www.kpm.go.th/index.php,กันทรวิชัย,มหาสารคาม,1,ในเขตเทศบาล,44,995,เทศบาลตำบลโคกพระ,เทศบาลตำบล,441995,6,ตะวันออกเฉียงเหนือ,1,โคกพระ,,,,418,8598.891437,3739398.626,{E41DAED0-F613-4AE5-A6AC-852D35B6860E},
4,เทศบาลตำบลโคกพุทรา,,https://itas.nacc.go.th/file/download/176749,https://www.facebook.com/people/%E0%B8%9C%E0%B8%B9%E0%B9%89%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3%E0%B9%80%E0%B8%97%E0%B8%A8%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%95%E0%B8%B3%E0%B8%9A%E0%B8%A5%E0%B9%82%E0%B8%84%E0%B8%81%E0%B8%9E%E0%B8%B8%E0%B8%97%E0%B8%A3%E0%B8%B2/100083308992442/,https://www.kpmt.go.th/,โพธิ์ทอง,อ่างทอง,1,ในเขตเทศบาล,15,984,เทศบาลตำบลโคกพุทรา,เทศบาลตำบล,151984,2,กลาง,9,โคกพุทรา,,,,1971,18764.80683,11392726.06,{280AC180-AA77-40E1-91A0-29F41DA1081D},
2,เทศบาลตำบลโคกโพธิ์,,https://khokpho.go.th/public/configuration_upload/config/logoweb_thumbnail.jpg,https://www.facebook.com/p/%E0%B9%80%E0%B8%97%E0%B8%A8%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%95%E0%B8%B3%E0%B8%9A%E0%B8%A5%E0%B9%82%E0%B8%84%E0%B8%81%E0%B9%82%E0%B8%9E%E0%B8%98%E0%B8%B4%E0%B9%8C-100080053186643/,https://khokpho.go.th/,โคกโพธิ์,ปัตตานี,1,ในเขตเทศบาล,94,997,เทศบาลตำบลโคกโพธิ์,เทศบาลตำบล,941997,4,ใต้ชายแดน,1,โคกโพธิ์,,,,1242,10310.28459,4289146.766,{1ED02B77-7FFD-406E-AFBB-EE64B2FB7F68},
18,เทศบาลตำบลโคกภู,,https://lh6.googleusercontent.com/proxy/TVaT3hnlc7Ke13MHkD4eMucfpl8lK9H9Vlee0M_IeqQJUnE89c5GZzzTd9jPpc7jtK_jThK-b2BJsg,https://www.facebook.com/pages/%E0%B9%80%E0%B8%97%E0%B8%A8%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%95%E0%B8%B3%E0%B8%9A%E0%B8%A5%E0%B9%82%E0%B8%84%E0%B8%81%E0%B8%A0%E0%B8%B9%20%E0%B8%A0%E0%B8%B9%E0%B8%9E%E0%B8%B2%E0%B8%99%20%E0%B8%AA%E0%B8%81%E0%B8%A5%E0%B8%99%E0%B8%84%E0%B8%A3/321447131657733/#,http://www.kokphu.go.th/,ภูพาน,สกลนคร,1,ในเขตเทศบาล,47,950,เทศบาลตำบลโคกภู,เทศบาลตำบล,471950,6,ตะวันออกเฉียงเหนือ,3,โคกภู,,,,447,100667.3201,309662984.5,{ECF7892F-9B99-438B-92FD-095D939405EB},
3,เทศบาลตำบลโคกม่วง,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSulaEhDNBE7-9WaV5tph2yKVXf_fvM-kQk4g&s,https://www.facebook.com/p/%E0%B9%80%E0%B8%97%E0%B8%A8%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%95%E0%B8%B3%E0%B8%9A%E0%B8%A5%E0%B9%82%E0%B8%84%E0%B8%81%E0%B8%A1%E0%B9%88%E0%B8%A7%E0%B8%87-%E0%B8%AD%E0%B8%B3%E0%B9%80%E0%B8%A0%E0%B8%AD%E0%B9%80%E0%B8%82%E0%B8%B2%E0%B8%8A%E0%B8%B1%E0%B8%A2%E0%B8%AA%E0%B8%99-%E0%B8%88%E0%B8%B1%E0%B8%87%E0%B8%AB%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%B1%E0%B8%97%E0%B8%A5%E0%B8%B8%E0%B8%87-100064315494392/?locale=th_TH&_rdr,http://www.kokmuang.go.th/,เขาชัยสน,พัทลุง,1,ในเขตเทศบาล,93,988,เทศบาลตำบลโคกม่วง,เทศบาลตำบล,931988,3,ใต้,7,โคกม่วง,,,,2282,63758.63298,86329745.9,{A28F6B27-F58B-46F6-B07D-F45C42DCD811},
16,เทศบาลตำบลโคกม่วง,,https://www.khoakmuang.go.th/new/images/footer-32-1/logo.png,https://www.facebook.com/p/%E0%B9%80%E0%B8%97%E0%B8%A8%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%95%E0%B8%B3%E0%B8%9A%E0%B8%A5%E0%B9%82%E0%B8%84%E0%B8%81%E0%B8%A1%E0%B9%88%E0%B8%A7%E0%B8%87-100065351679908/,https://khoakmuang.go.th/new/frontpage,คลองหอยโข่ง,สงขลา,1,ในเขตเทศบาล,90,966,เทศบาลตำบลโคกม่วง,เทศบาลตำบล,901966,3,ใต้,3,โคกม่วง,,,,1660,38082.63493,38507020.94,{F2D5828B-A2CF-421B-B831-24A93783AF46},
